,prompt_id,file_name,prompt
0,000,video_000_00.mp4,"On a cozy patio, a woman roasts marshmallows over a flickering fire pit. The cinematic camera moves to unveil surrounding string lights and potted plants, capturing the warm ambiance before returning to the woman's contented face."
1,000,video_000_01.mp4,"On a cozy patio, a woman roasts marshmallows over a flickering fire pit. The cinematic camera moves to unveil surrounding string lights and potted plants, capturing the warm ambiance before returning to the woman's contented face."
2,000,video_000_02.mp4,"On a cozy patio, a woman roasts marshmallows over a flickering fire pit. The cinematic camera moves to unveil surrounding string lights and potted plants, capturing the warm ambiance before returning to the woman's contented face."
3,000,video_000_03.mp4,"On a cozy patio, a woman roasts marshmallows over a flickering fire pit. The cinematic camera moves to unveil surrounding string lights and potted plants, capturing the warm ambiance before returning to the woman's contented face."
4,001,video_001_00.mp4,"In a cozy coffee shop, many cats are sitting on tables, their fur rustling gently. The camera moves in cinematic slow motion, revealing the warm wooden interior adorned with plants, creating a serene atmosphere."
5,001,video_001_01.mp4,"In a cozy coffee shop, many cats are sitting on tables, their fur rustling gently. The camera moves in cinematic slow motion, revealing the warm wooden interior adorned with plants, creating a serene atmosphere."
6,001,video_001_02.mp4,"In a cozy coffee shop, many cats are sitting on tables, their fur rustling gently. The camera moves in cinematic slow motion, revealing the warm wooden interior adorned with plants, creating a serene atmosphere."
7,001,video_001_03.mp4,"In a cozy coffee shop, many cats are sitting on tables, their fur rustling gently. The camera moves in cinematic slow motion, revealing the warm wooden interior adorned with plants, creating a serene atmosphere."
8,002,video_002_00.mp4,"A helicopter camera turns right, capturing many kids bobsledding through a beautifully sculpted topiary garden, revealing intricate hedges and whimsical plant sculptures against the energetic, snowy foreground."
9,002,video_002_01.mp4,"A helicopter camera turns right, capturing many kids bobsledding through a beautifully sculpted topiary garden, revealing intricate hedges and whimsical plant sculptures against the energetic, snowy foreground."
10,002,video_002_02.mp4,"A helicopter camera turns right, capturing many kids bobsledding through a beautifully sculpted topiary garden, revealing intricate hedges and whimsical plant sculptures against the energetic, snowy foreground."
11,002,video_002_03.mp4,"A helicopter camera turns right, capturing many kids bobsledding through a beautifully sculpted topiary garden, revealing intricate hedges and whimsical plant sculptures against the energetic, snowy foreground."
12,003,video_003_00.mp4,"In an indoor firing range, a man gently feeds a woman, while the Red Dragon camera follows their movement, capturing the rows of targets and ammunition racks creating a dynamic and immersive scene."
13,003,video_003_01.mp4,"In an indoor firing range, a man gently feeds a woman, while the Red Dragon camera follows their movement, capturing the rows of targets and ammunition racks creating a dynamic and immersive scene."
14,003,video_003_02.mp4,"In an indoor firing range, a man gently feeds a woman, while the Red Dragon camera follows their movement, capturing the rows of targets and ammunition racks creating a dynamic and immersive scene."
15,003,video_003_03.mp4,"In an indoor firing range, a man gently feeds a woman, while the Red Dragon camera follows their movement, capturing the rows of targets and ammunition racks creating a dynamic and immersive scene."
16,004,video_004_00.mp4,"In a cozy nursery filled with toys and a crib, a single cat sniffs at food on the floor, while a wide-angle camera pans around, revealing colorful walls and a rocking chair in the background."
17,004,video_004_01.mp4,"In a cozy nursery filled with toys and a crib, a single cat sniffs at food on the floor, while a wide-angle camera pans around, revealing colorful walls and a rocking chair in the background."
18,004,video_004_02.mp4,"In a cozy nursery filled with toys and a crib, a single cat sniffs at food on the floor, while a wide-angle camera pans around, revealing colorful walls and a rocking chair in the background."
19,004,video_004_03.mp4,"In a cozy nursery filled with toys and a crib, a single cat sniffs at food on the floor, while a wide-angle camera pans around, revealing colorful walls and a rocking chair in the background."
20,005,video_005_00.mp4,"On a snowy ski slope, two cats are eating food from bowls. The cinematic quality point of view shot glides, showcasing skiers in the background and the pristine, snowy landscape around."
21,005,video_005_01.mp4,"On a snowy ski slope, two cats are eating food from bowls. The cinematic quality point of view shot glides, showcasing skiers in the background and the pristine, snowy landscape around."
22,005,video_005_02.mp4,"On a snowy ski slope, two cats are eating food from bowls. The cinematic quality point of view shot glides, showcasing skiers in the background and the pristine, snowy landscape around."
23,005,video_005_03.mp4,"On a snowy ski slope, two cats are eating food from bowls. The cinematic quality point of view shot glides, showcasing skiers in the background and the pristine, snowy landscape around."
24,006,video_006_00.mp4,"A young girl gently rocks a baby, navigating through a cozy bookstore with shelves of books looming overhead. The camera glides backward on a slider, revealing the intricate maze of literature and warm, inviting atmosphere."
25,006,video_006_01.mp4,"A young girl gently rocks a baby, navigating through a cozy bookstore with shelves of books looming overhead. The camera glides backward on a slider, revealing the intricate maze of literature and warm, inviting atmosphere."
26,006,video_006_02.mp4,"A young girl gently rocks a baby, navigating through a cozy bookstore with shelves of books looming overhead. The camera glides backward on a slider, revealing the intricate maze of literature and warm, inviting atmosphere."
27,006,video_006_03.mp4,"A young girl gently rocks a baby, navigating through a cozy bookstore with shelves of books looming overhead. The camera glides backward on a slider, revealing the intricate maze of literature and warm, inviting atmosphere."
28,007,video_007_00.mp4,"A man rides a jet ski down a tranquil river, his reflection shimmering on the water. As the wide-angle camera pans around, the lush shoreline and distant mountains shift dynamically in the background."
29,007,video_007_01.mp4,"A man rides a jet ski down a tranquil river, his reflection shimmering on the water. As the wide-angle camera pans around, the lush shoreline and distant mountains shift dynamically in the background."
30,007,video_007_02.mp4,"A man rides a jet ski down a tranquil river, his reflection shimmering on the water. As the wide-angle camera pans around, the lush shoreline and distant mountains shift dynamically in the background."
31,007,video_007_03.mp4,"A man rides a jet ski down a tranquil river, his reflection shimmering on the water. As the wide-angle camera pans around, the lush shoreline and distant mountains shift dynamically in the background."
32,008,video_008_00.mp4,"In a cozy dining car, a lone woman meticulously washes a dish at a sink. The camera smoothly pans around her, briefly revealing polished wooden tables and passengers before returning to focus on her diligent work."
33,008,video_008_01.mp4,"In a cozy dining car, a lone woman meticulously washes a dish at a sink. The camera smoothly pans around her, briefly revealing polished wooden tables and passengers before returning to focus on her diligent work."
34,008,video_008_02.mp4,"In a cozy dining car, a lone woman meticulously washes a dish at a sink. The camera smoothly pans around her, briefly revealing polished wooden tables and passengers before returning to focus on her diligent work."
35,008,video_008_03.mp4,"In a cozy dining car, a lone woman meticulously washes a dish at a sink. The camera smoothly pans around her, briefly revealing polished wooden tables and passengers before returning to focus on her diligent work."
36,009,video_009_00.mp4,"From a high angle view on a mezzanine, the camera turns right, capturing two men baking a pizza in a bustling kitchen below. The scene reveals various kitchen equipment and ingredients on the countertops."
37,009,video_009_01.mp4,"From a high angle view on a mezzanine, the camera turns right, capturing two men baking a pizza in a bustling kitchen below. The scene reveals various kitchen equipment and ingredients on the countertops."
38,009,video_009_02.mp4,"From a high angle view on a mezzanine, the camera turns right, capturing two men baking a pizza in a bustling kitchen below. The scene reveals various kitchen equipment and ingredients on the countertops."
39,009,video_009_03.mp4,"From a high angle view on a mezzanine, the camera turns right, capturing two men baking a pizza in a bustling kitchen below. The scene reveals various kitchen equipment and ingredients on the countertops."
40,010,video_010_00.mp4,"A kid jumps off a pier into a pool, as the camera dynamically shifts, revealing boats docked in the background and seagulls perched on nearby pilings, creating an immersive, cinematic experience."
41,010,video_010_01.mp4,"A kid jumps off a pier into a pool, as the camera dynamically shifts, revealing boats docked in the background and seagulls perched on nearby pilings, creating an immersive, cinematic experience."
42,010,video_010_02.mp4,"A kid jumps off a pier into a pool, as the camera dynamically shifts, revealing boats docked in the background and seagulls perched on nearby pilings, creating an immersive, cinematic experience."
43,010,video_010_03.mp4,"A kid jumps off a pier into a pool, as the camera dynamically shifts, revealing boats docked in the background and seagulls perched on nearby pilings, creating an immersive, cinematic experience."
44,011,video_011_00.mp4,"A woman rides a horse along an abandoned railroad track, her reflection visible in a nearby puddle. The ground shot captures a smooth dolly move, revealing surrounding trees and distant mountains in parallax."
45,011,video_011_01.mp4,"A woman rides a horse along an abandoned railroad track, her reflection visible in a nearby puddle. The ground shot captures a smooth dolly move, revealing surrounding trees and distant mountains in parallax."
46,011,video_011_02.mp4,"A woman rides a horse along an abandoned railroad track, her reflection visible in a nearby puddle. The ground shot captures a smooth dolly move, revealing surrounding trees and distant mountains in parallax."
47,011,video_011_03.mp4,"A woman rides a horse along an abandoned railroad track, her reflection visible in a nearby puddle. The ground shot captures a smooth dolly move, revealing surrounding trees and distant mountains in parallax."
48,012,video_012_00.mp4,"Three women casually pass an American football in front of a towering water tower. The cinematic camera glides smoothly on a slider, revealing the tower's imposing structure and creating a dynamic parallax effect."
49,012,video_012_01.mp4,"Three women casually pass an American football in front of a towering water tower. The cinematic camera glides smoothly on a slider, revealing the tower's imposing structure and creating a dynamic parallax effect."
50,012,video_012_02.mp4,"Three women casually pass an American football in front of a towering water tower. The cinematic camera glides smoothly on a slider, revealing the tower's imposing structure and creating a dynamic parallax effect."
51,012,video_012_03.mp4,"Three women casually pass an American football in front of a towering water tower. The cinematic camera glides smoothly on a slider, revealing the tower's imposing structure and creating a dynamic parallax effect."
52,013,video_013_00.mp4,"In an aquatic theater, a girl tightrope walks gracefully above a shimmering pool, her reflection glistening below. A wide-angle camera captures the scene in slow motion, revealing the surrounding intricate water features with stunning parallax effect."
53,013,video_013_01.mp4,"In an aquatic theater, a girl tightrope walks gracefully above a shimmering pool, her reflection glistening below. A wide-angle camera captures the scene in slow motion, revealing the surrounding intricate water features with stunning parallax effect."
54,013,video_013_02.mp4,"In an aquatic theater, a girl tightrope walks gracefully above a shimmering pool, her reflection glistening below. A wide-angle camera captures the scene in slow motion, revealing the surrounding intricate water features with stunning parallax effect."
55,013,video_013_03.mp4,"In an aquatic theater, a girl tightrope walks gracefully above a shimmering pool, her reflection glistening below. A wide-angle camera captures the scene in slow motion, revealing the surrounding intricate water features with stunning parallax effect."
56,014,video_014_00.mp4,"In the shadowy exterior of a hunting lodge, a dog sniffs the ground. The camera moves back on a slider, revealing the rustic lodge, tall trees, and scattered gear, creating a dynamic, layered perspective."
57,014,video_014_01.mp4,"In the shadowy exterior of a hunting lodge, a dog sniffs the ground. The camera moves back on a slider, revealing the rustic lodge, tall trees, and scattered gear, creating a dynamic, layered perspective."
58,014,video_014_02.mp4,"In the shadowy exterior of a hunting lodge, a dog sniffs the ground. The camera moves back on a slider, revealing the rustic lodge, tall trees, and scattered gear, creating a dynamic, layered perspective."
59,014,video_014_03.mp4,"In the shadowy exterior of a hunting lodge, a dog sniffs the ground. The camera moves back on a slider, revealing the rustic lodge, tall trees, and scattered gear, creating a dynamic, layered perspective."
60,015,video_015_00.mp4,"Three men on a restaurant patio cheer and watch as one of them starts diving off a cliff. The low-angle camera turns right, revealing diners, tables, and an expansive ocean beyond the cliff."
61,015,video_015_01.mp4,"Three men on a restaurant patio cheer and watch as one of them starts diving off a cliff. The low-angle camera turns right, revealing diners, tables, and an expansive ocean beyond the cliff."
62,015,video_015_02.mp4,"Three men on a restaurant patio cheer and watch as one of them starts diving off a cliff. The low-angle camera turns right, revealing diners, tables, and an expansive ocean beyond the cliff."
63,015,video_015_03.mp4,"Three men on a restaurant patio cheer and watch as one of them starts diving off a cliff. The low-angle camera turns right, revealing diners, tables, and an expansive ocean beyond the cliff."
64,016,video_016_00.mp4,"A wide-angle camera glides back, revealing a serene river with a single boat drifting gently. The water reflects the boat and surrounding trees, creating a tranquil, mirrored landscape."
65,016,video_016_01.mp4,"A wide-angle camera glides back, revealing a serene river with a single boat drifting gently. The water reflects the boat and surrounding trees, creating a tranquil, mirrored landscape."
66,016,video_016_02.mp4,"A wide-angle camera glides back, revealing a serene river with a single boat drifting gently. The water reflects the boat and surrounding trees, creating a tranquil, mirrored landscape."
67,016,video_016_03.mp4,"A wide-angle camera glides back, revealing a serene river with a single boat drifting gently. The water reflects the boat and surrounding trees, creating a tranquil, mirrored landscape."
68,017,video_017_00.mp4,"A man is feeding a dog in a bustling pet shop. The camera pulls out, revealing rows of cages, colorful pet supplies, and busy staff and customers in the background, creating a lively and dynamic scene."
69,017,video_017_01.mp4,"A man is feeding a dog in a bustling pet shop. The camera pulls out, revealing rows of cages, colorful pet supplies, and busy staff and customers in the background, creating a lively and dynamic scene."
70,017,video_017_02.mp4,"A man is feeding a dog in a bustling pet shop. The camera pulls out, revealing rows of cages, colorful pet supplies, and busy staff and customers in the background, creating a lively and dynamic scene."
71,017,video_017_03.mp4,"A man is feeding a dog in a bustling pet shop. The camera pulls out, revealing rows of cages, colorful pet supplies, and busy staff and customers in the background, creating a lively and dynamic scene."
72,018,video_018_00.mp4,"In a moving train's interior, the camera pans smoothly between seats and luggage racks, revealing a pair of skis standing upright, creating a sense of depth and highlighting the cozy, compact space."
73,018,video_018_01.mp4,"In a moving train's interior, the camera pans smoothly between seats and luggage racks, revealing a pair of skis standing upright, creating a sense of depth and highlighting the cozy, compact space."
74,018,video_018_02.mp4,"In a moving train's interior, the camera pans smoothly between seats and luggage racks, revealing a pair of skis standing upright, creating a sense of depth and highlighting the cozy, compact space."
75,018,video_018_03.mp4,"In a moving train's interior, the camera pans smoothly between seats and luggage racks, revealing a pair of skis standing upright, creating a sense of depth and highlighting the cozy, compact space."
76,019,video_019_00.mp4,"A wide-angle pull-out shot reveals a man on a cozy balcony, resting beside a laying dog, both mirrored in a window's reflection as they enjoy the interior view."
77,019,video_019_01.mp4,"A wide-angle pull-out shot reveals a man on a cozy balcony, resting beside a laying dog, both mirrored in a window's reflection as they enjoy the interior view."
78,019,video_019_02.mp4,"A wide-angle pull-out shot reveals a man on a cozy balcony, resting beside a laying dog, both mirrored in a window's reflection as they enjoy the interior view."
79,019,video_019_03.mp4,"A wide-angle pull-out shot reveals a man on a cozy balcony, resting beside a laying dog, both mirrored in a window's reflection as they enjoy the interior view."
80,020,video_020_00.mp4,"A drone shot pulls out from a cozy house, revealing a playful dog in the yard, casting a long shadow as the camera ascends, uncovering the surrounding neighborhood."
81,020,video_020_01.mp4,"A drone shot pulls out from a cozy house, revealing a playful dog in the yard, casting a long shadow as the camera ascends, uncovering the surrounding neighborhood."
82,020,video_020_02.mp4,"A drone shot pulls out from a cozy house, revealing a playful dog in the yard, casting a long shadow as the camera ascends, uncovering the surrounding neighborhood."
83,020,video_020_03.mp4,"A drone shot pulls out from a cozy house, revealing a playful dog in the yard, casting a long shadow as the camera ascends, uncovering the surrounding neighborhood."
84,021,video_021_00.mp4,"A high-angle view pushes in on a single person intently assembling a computer at a cluttered desk within a dentist's office, revealing dental chairs, equipment, and posters in the background."
85,021,video_021_01.mp4,"A high-angle view pushes in on a single person intently assembling a computer at a cluttered desk within a dentist's office, revealing dental chairs, equipment, and posters in the background."
86,021,video_021_02.mp4,"A high-angle view pushes in on a single person intently assembling a computer at a cluttered desk within a dentist's office, revealing dental chairs, equipment, and posters in the background."
87,021,video_021_03.mp4,"A high-angle view pushes in on a single person intently assembling a computer at a cluttered desk within a dentist's office, revealing dental chairs, equipment, and posters in the background."
88,022,video_022_00.mp4,"In an auto factory, a lone dog drinks water from a puddle amidst hulking machinery and assembly lines. The ground shot dolly camera moves forward, revealing industrial surroundings with the dog in sharp focus."
89,022,video_022_01.mp4,"In an auto factory, a lone dog drinks water from a puddle amidst hulking machinery and assembly lines. The ground shot dolly camera moves forward, revealing industrial surroundings with the dog in sharp focus."
90,022,video_022_02.mp4,"In an auto factory, a lone dog drinks water from a puddle amidst hulking machinery and assembly lines. The ground shot dolly camera moves forward, revealing industrial surroundings with the dog in sharp focus."
91,022,video_022_03.mp4,"In an auto factory, a lone dog drinks water from a puddle amidst hulking machinery and assembly lines. The ground shot dolly camera moves forward, revealing industrial surroundings with the dog in sharp focus."
92,023,video_023_00.mp4,"A pedestal shot from a drone captures an auditorium, revealing rows of seats and a stage, with a single ornate vase prominently placed at the center, creating stark parallax between foreground and background elements."
93,023,video_023_01.mp4,"A pedestal shot from a drone captures an auditorium, revealing rows of seats and a stage, with a single ornate vase prominently placed at the center, creating stark parallax between foreground and background elements."
94,023,video_023_02.mp4,"A pedestal shot from a drone captures an auditorium, revealing rows of seats and a stage, with a single ornate vase prominently placed at the center, creating stark parallax between foreground and background elements."
95,023,video_023_03.mp4,"A pedestal shot from a drone captures an auditorium, revealing rows of seats and a stage, with a single ornate vase prominently placed at the center, creating stark parallax between foreground and background elements."
96,024,video_024_00.mp4,"In a cinematic pull-out shot, a lone person is seen paragliding over a sprawling junkyard, their shadow gliding over heaps of scrap metal and abandoned cars, revealing the chaotic landscape below."
97,024,video_024_01.mp4,"In a cinematic pull-out shot, a lone person is seen paragliding over a sprawling junkyard, their shadow gliding over heaps of scrap metal and abandoned cars, revealing the chaotic landscape below."
98,024,video_024_02.mp4,"In a cinematic pull-out shot, a lone person is seen paragliding over a sprawling junkyard, their shadow gliding over heaps of scrap metal and abandoned cars, revealing the chaotic landscape below."
99,024,video_024_03.mp4,"In a cinematic pull-out shot, a lone person is seen paragliding over a sprawling junkyard, their shadow gliding over heaps of scrap metal and abandoned cars, revealing the chaotic landscape below."
100,025,video_025_00.mp4,"An aerial shot follows a lone man holding a football as he walks cautiously near a watering hole, where birds scatter and ripples spread across the sunlit water."
101,025,video_025_01.mp4,"An aerial shot follows a lone man holding a football as he walks cautiously near a watering hole, where birds scatter and ripples spread across the sunlit water."
102,025,video_025_02.mp4,"An aerial shot follows a lone man holding a football as he walks cautiously near a watering hole, where birds scatter and ripples spread across the sunlit water."
103,025,video_025_03.mp4,"An aerial shot follows a lone man holding a football as he walks cautiously near a watering hole, where birds scatter and ripples spread across the sunlit water."
104,026,video_026_00.mp4,"A drone follows two men carrying a basket through the sprawling, complex machinery of an outdoor power plant, revealing towering structures and intricate pipes against a backdrop of clear blue sky."
105,026,video_026_01.mp4,"A drone follows two men carrying a basket through the sprawling, complex machinery of an outdoor power plant, revealing towering structures and intricate pipes against a backdrop of clear blue sky."
106,026,video_026_02.mp4,"A drone follows two men carrying a basket through the sprawling, complex machinery of an outdoor power plant, revealing towering structures and intricate pipes against a backdrop of clear blue sky."
107,026,video_026_03.mp4,"A drone follows two men carrying a basket through the sprawling, complex machinery of an outdoor power plant, revealing towering structures and intricate pipes against a backdrop of clear blue sky."
108,027,video_027_00.mp4,"In an elevator lobby, a steadycam ground shot captures a lone cat eating food, revealing sleek elevators in the background and stylish lobby decor in the foreground, creating a depth of field with visible parallax."
109,027,video_027_01.mp4,"In an elevator lobby, a steadycam ground shot captures a lone cat eating food, revealing sleek elevators in the background and stylish lobby decor in the foreground, creating a depth of field with visible parallax."
110,027,video_027_02.mp4,"In an elevator lobby, a steadycam ground shot captures a lone cat eating food, revealing sleek elevators in the background and stylish lobby decor in the foreground, creating a depth of field with visible parallax."
111,027,video_027_03.mp4,"In an elevator lobby, a steadycam ground shot captures a lone cat eating food, revealing sleek elevators in the background and stylish lobby decor in the foreground, creating a depth of field with visible parallax."
112,028,video_028_00.mp4,"In a biology laboratory, three dogs drink water from bowls on a reflective countertop. The camera moves back on a slider, offering a high angle view that reveals lab equipment and charts in the background."
113,028,video_028_01.mp4,"In a biology laboratory, three dogs drink water from bowls on a reflective countertop. The camera moves back on a slider, offering a high angle view that reveals lab equipment and charts in the background."
114,028,video_028_02.mp4,"In a biology laboratory, three dogs drink water from bowls on a reflective countertop. The camera moves back on a slider, offering a high angle view that reveals lab equipment and charts in the background."
115,028,video_028_03.mp4,"In a biology laboratory, three dogs drink water from bowls on a reflective countertop. The camera moves back on a slider, offering a high angle view that reveals lab equipment and charts in the background."
116,029,video_029_00.mp4,"In a dimly-lit alcove, a solitary person expertly throws playing cards, as the camera trucks smoothly to reveal intricate wall carvings and scattered cards on the floor, creating a dynamic sense of depth."
117,029,video_029_01.mp4,"In a dimly-lit alcove, a solitary person expertly throws playing cards, as the camera trucks smoothly to reveal intricate wall carvings and scattered cards on the floor, creating a dynamic sense of depth."
118,029,video_029_02.mp4,"In a dimly-lit alcove, a solitary person expertly throws playing cards, as the camera trucks smoothly to reveal intricate wall carvings and scattered cards on the floor, creating a dynamic sense of depth."
119,029,video_029_03.mp4,"In a dimly-lit alcove, a solitary person expertly throws playing cards, as the camera trucks smoothly to reveal intricate wall carvings and scattered cards on the floor, creating a dynamic sense of depth."
120,030,video_030_00.mp4,"In a spacious parking lot, a woman lovingly hugs a teddy bear; the camera performs an arc shot, revealing rows of cars and the distant city skyline in the background."
121,030,video_030_01.mp4,"In a spacious parking lot, a woman lovingly hugs a teddy bear; the camera performs an arc shot, revealing rows of cars and the distant city skyline in the background."
122,030,video_030_02.mp4,"In a spacious parking lot, a woman lovingly hugs a teddy bear; the camera performs an arc shot, revealing rows of cars and the distant city skyline in the background."
123,030,video_030_03.mp4,"In a spacious parking lot, a woman lovingly hugs a teddy bear; the camera performs an arc shot, revealing rows of cars and the distant city skyline in the background."
124,031,video_031_00.mp4,"In a grand, echoing great hall, a man carefully cuts a paper at a large wooden table. The handheld wide-angle camera moves smoothly around, revealing towering pillars and intricate tapestries in the background."
125,031,video_031_01.mp4,"In a grand, echoing great hall, a man carefully cuts a paper at a large wooden table. The handheld wide-angle camera moves smoothly around, revealing towering pillars and intricate tapestries in the background."
126,031,video_031_02.mp4,"In a grand, echoing great hall, a man carefully cuts a paper at a large wooden table. The handheld wide-angle camera moves smoothly around, revealing towering pillars and intricate tapestries in the background."
127,031,video_031_03.mp4,"In a grand, echoing great hall, a man carefully cuts a paper at a large wooden table. The handheld wide-angle camera moves smoothly around, revealing towering pillars and intricate tapestries in the background."
128,032,video_032_00.mp4,"A high-angle view pedestals down over an outdoor tennis court, revealing a man gazing at a cow. The court's surface reflects their mirrored images, creating a surreal contrast between sport and nature."
129,032,video_032_01.mp4,"A high-angle view pedestals down over an outdoor tennis court, revealing a man gazing at a cow. The court's surface reflects their mirrored images, creating a surreal contrast between sport and nature."
130,032,video_032_02.mp4,"A high-angle view pedestals down over an outdoor tennis court, revealing a man gazing at a cow. The court's surface reflects their mirrored images, creating a surreal contrast between sport and nature."
